,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords
14450,h,"['seat', 'comfortable', 'getting', 'involved', 'climbing', 'passenger', 'usb', 'power', 'noisy', 'cabin', 'screaming', 'babies', 'unreliable', 'cabin', 'service', 'ok', 'objective', 'save', 'money']",0.6620000004768372,"['coach', 'plane', 'overhead_screens', 'reading_lights', 'didnt_work', 'flight_attendants', 'job', 'plane', 'transatlantic_flights']",9,"['reading_lights', 'job', 'overhead_screens', 'transatlantic_flights', 'flight_attendants', 'didnt_work', 'coach', 'plane']",8,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
18109,i,"['seat', 'doubly', 'bad', 'overhead', 'storage', 'space', 'entire', 'row', 'place', 'bag', 'rows', 'ahead', 'isnt', 'space', 'tiny', 'bag', 'metal', 'box', 'spot', 'uses', 'space', 'space', 'middle', 'seat', 'gets', 'literally', 'room', 'feet']",0.4650000035762787,"['ventilation', 'ear']",2,"['ear', 'ventilation']",2,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
21293,h,"['seat', 'overnight', 'flight', 'noise', 'galley', 'noticeable', 'night', 'lighting', 'separating', 'galley', 'cabin', 'disturbing', 'day', 'flight', 'issue', 'beware', 'overnight']",0.6744999885559082,"['infant', 'seat', 'childrenthey', '12a', 'seat', '11b', 'seat', 'kid', 'cot', 'cot', 'poor_customer_service']",11,"['poor_customer_service', 'seat', 'cot', '11b', 'kid', 'childrenthey', 'infant', '12a']",8,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
28786,,"['class', 'seats', 'uncomfortable', 'aircraft', 'fleet', 'close', 'legroom', 'economy', 'plus', 'barely', 'recline', 'consider', 'sleeping', 'seats', 'ewr', 'san', 'route', '55', 'hour', 'flight', 'comfortable', 'economy', 'plus']",,,0,[],0,
19889,d,"['a321', 'awful', 'seat', 'storage', 'power', 'right', 'midcabin', 'lavatory', 'wants', 'use', 'space', 'feet', 'stand', 'aisles', 'narrow', 'bumps', 'walking', 'past']",0.5083000063896179,"['seat', 'sleep', 'night', 'gallery', 'crew', 'rest']",6,"['seat', 'sleep', 'crew', 'rest', 'gallery', 'night']",6,"flight, aircraft, plane, window, business_class, passenger, ticket, airline, cabin, luggage"
11922,d,,0.30379998683929443,"['seat', 'tray', 'person_reclined', 'avoid', 'plane', 'alternative']",6,"['seat', 'person_reclined', 'avoid', 'tray', 'alternative', 'plane']",6,"flight, aircraft, plane, window, business_class, passenger, ticket, airline, cabin, luggage"
23014,a,"['flight', 'ok', 'hour', 'delay', 'way', 'smooth', 'flight', 'tasty', 'snacks', 'flight', 'reasonable', 'hope', 'helped']",0.7675999999046326,"['food_drink', 'staff', 'flight']",3,"['flight', 'staff', 'food_drink']",3,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
2964,m,"['flight', 'london', 'chicago', 'ancient', 'plane', 'inflight', 'entertainment', 'crew', 'friendly', 'food', 'poor', 'told', 'pay', 'spirits', 'longhaul', 'flight', 'avoid', 'possible']",0.6046000123023987,"['flight', 'london_chicago', 'plane', 'inflight_entertainment', 'crew_friendly', 'food', 'pay', 'spirit', 'flight', 'avoid_possible']",10,"['flight', 'london_chicago', 'avoid_possible', 'inflight_entertainment', 'food', 'pay', 'plane', 'spirit', 'crew_friendly']",9,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
18637,n,"['seat', '40g', 'flight', 'delayed', 'nearly', '12', 'hours', 'seat', 'recline', 'reccommend', 'change', 'economy', 'class', 'plane', 'especially', 'cabin', 'rows', '3952']",0.4607999920845032,"['seat', 'aircraft', 'flight', 'window_alignment', 'legroom', 'tvpower', 'outlet', 'seat', 'bit', 'wing', 'seat']",11,"['seat', 'outlet', 'wing', 'flight', 'bit', 'tvpower', 'legroom', 'aircraft', 'window_alignment']",9,"aircraft, flight, plane, service, space, food, people, economy, airline, premium_economy"
12900,l,"['premium', 'economy', 'excellent', 'aware', 'row', '12', 'bulkhead', 'washroom', 'leg', 'room', 'rows', '13', '14']",0.8447999954223633,"['seat', 'window', 'exit_door', 'thing', 'plane', 'land']",6,"['seat', 'thing', 'exit_door', 'plane', 'window', 'land']",6,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
8311,h,"['amscpt', 'dxb', 'easy', 'check', 'ams', 'departure', 'area', 'spacious', 'control', 'boarding', 'rear', 'row', 'able', 'stretch', 'transfer', 'dxb', 'straightforward', 'involve', 'fair', 'walking', 'train', 'connection', 'signed', 'flight', 'cpt', 'b777', 'fairly', 'comfortable', 'staff', 'usually', 'helpful', 'special', 'meal', 'provided', 'ordered', 'ice', 'entertainment', 'excellent', 'flights', 'arrived', 'time', '30', 'mins', 'schedule']",0.8963000178337097,"['issue', 'crew', 'food', 'alcohol', 'ice', 'movies_music', 'arrived_time', 'syd', 'chc']",9,"['syd', 'arrived_time', 'chc', 'crew', 'issue', 'alcohol', 'ice', 'food', 'movies_music']",9,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
16881,n,"['excellent', 'pair', 'seats', 'wt', 'perfect', 'couples', 'travelling', 'tons', 'leg', 'room', 'nice', 'adjustable', 'foot', 'rest', 'seat', 'reclines', 'far', 'seat', 'reclined', 'makes', 'bit', 'challenging', 'leave', 'seat', 'rows', 'wt', 'seats', 'two', 'large', 'cubbies', 'belongings', 'row', '63', 'one', 'cubby', 'cubby', 'locked', 'open', 'ife', 'excellent', 'lots', 'new', 'releases', 'flights', 'one', 'hour', 'bathrooms', 'wt', 'cabin', 'shared', 'wt', 'bit', 'annoying', 'curtain', 'wt', 'enter', 'bathroom']",0.3352999985218048,"['dont_mind', 'place', 'pillowblanketcupsetc', 'messynot', 'handluggage', 'leg_support', 'people_gather', 'toilet', 'service', 'superb', 'service', 'crew', 'nonstop']",13,"['messynot', 'people_gather', 'crew', 'place', 'toilet', 'superb', 'handluggage', 'leg_support', 'service', 'dont_mind', 'pillowblanketcupsetc', 'nonstop']",12,"aircraft, flight, plane, service, space, food, people, economy, airline, premium_economy"
25234,,"['paid', 'small', 'premium', 'window', 'middle', 'seat', 'row', '60', 'bulkhead', 'seating', 'chart', 'indicates', 'additional', 'leg', 'room', 'leg', 'room', 'normal', 'economy', 'seat', 'felt', 'claustrophobic', 'room', 'stand', 'bulkhead', 'wall', '55', 'choose', 'let', 'pay', 'extra']",,"['standard_economy', 'row', 'seat', 'pitch', 'fist', 'row', 'plane', 'business_class', 'legroom', 'row', 'row_10', 'emergency_exit']",12,"['seat', 'business_class', 'row', 'emergency_exit', 'legroom', 'row_10', 'standard_economy', 'fist', 'plane', 'pitch']",10,
15652,i,"['22f', 'limited', 'legroomcarry', 'inflight', 'entertainment', 'seat', 'ditto', '22e']",0.8449000120162964,"['flight', 'staff', 'seat', 'food', 'month_old', 'daughter']",6,"['seat', 'staff', 'month_old', 'flight', 'food', 'daughter']",6,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
8366,a,"['mucdxbjnb', 'experience', 'a380', 'boeing', '777', 'clean', 'bright', 'colourful', 'inside', 'seats', 'wonderful', 'entertainment', 'flights', 'food', 'drinks', 'veggie', 'meals', 'asiatic', 'lactoovo', 'nice', 'idea', 'menu', 'printed', 'passenger', 'stickers', 'seat', 'remind', 'staff', 'wake', 'fallen', 'asleep', 'meals', 'time', 'sweet', 'fragrance', 'applied', 'cabin', 'departure', 'pleasant', 'service', 'quick', 'complete', 'crew', 'members', 'helpful', 'smiles', 'circumstance', 'wellinstructed', 'toilets', 'cleaned', 'sleep', 'little', 'lights', 'cabin', 'awoke', 'soft', 'orange', 'pink', 'lights', 'early', 'morning']",0.5961999893188477,"['business_class', 'check_counters', 'business_class', 'lounge', 'food_choices', 'service', 'food', 'choice_wines', 'fa', 'seat', 'airline']",11,"['seat', 'business_class', 'airline', 'choice_wines', 'lounge', 'food_choices', 'food', 'service', 'fa', 'check_counters']",10,"flight, airline, service, crew, passenger, american_airlines, food, airport, staff, aircraft"
25351,,"['window', 'seats', 'bit', 'awkward', 'curvature', 'plane', 'barely', 'feet', 'ground', 'sit', 'straight', 'short', 'flight', 'bearable', 'expecting', 'louder', '14c', 'wing', 'kind', 'cool', 'different', 'watch', 'landing', 'gear', 'retractdeploy', 'personally', 'sit', 'seats', '811', 'vicinity', 'propeller', 'unnerving']",,"['seat', 'leg_space']",2,"['seat', 'leg_space']",2,
16696,g,"['think', 'upper', 'deck', 'seats', 'little', 'quieter', 'slightly', 'away', 'engines', 'economy', 'window', 'seats', 'upper', 'deck', 'small', 'storage', 'right', 'underneath', 'window', 'handy', 'small', 'things', 'purses', 'clean', 'close', 'small', 'bin', 'cleaned', 'extra', 'flat', 'space', 'storage', 'bin', 'useful', 'place', 'things', 'small', 'laptops', 'cups', 'books', 'dont', 'use', 'table']",0.5580999851226807,"['premium_econ', 'seat', 'far_away', 'toilet', 'leg_rest']",5,"['seat', 'toilet', 'premium_econ', 'leg_rest', 'far_away']",5,"flight, service, aircraft, window, premium_economy, economy, space, cabin, business_class, food"
24577,,"['emergency', 'exit', 'row', 'legroom', 'know', 'english', 'deutsch']",,"['lhr_jnb', '11_hours', 'hour', 'cabin_crew', 'glum', 'time', 'breakfast', 'chicken', 'sausage', 'eat', 'sparing', 'flight']",12,"['eat', 'time', 'sausage', 'glum', 'flight', 'cabin_crew', 'breakfast', 'sparing', 'chicken', '11_hours', 'lhr_jnb', 'hour']",12,
23774,,"['new', 'seat', 'shortly', 'impossible', 'person', '185', 'sleep', 'bad', 'business', 'class']",,"['queue', 'row', 'seat', 'comfort', 'seat', 'time', 'seat', 'window', 'comfort', 'space', 'option']",11,"['seat', 'row', 'queue', 'space', 'option', 'comfort', 'window', 'time']",8,
14560,j,"['seat', 'lots', 'leg', 'room', 'power', 'seat', 'galley', 'small', 'theres', 'noise']",0.620199978351593,"['airplane', 'exit_row', 'seat', 'plane', 'trip', 'one_hour']",6,"['seat', 'airplane', 'exit_row', 'trip', 'one_hour', 'plane']",6,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
27671,,"['flew', 'jfkist', 'layflat', 'seat', 'extra', 'storage', 'foot', 'rest', 'extends', 'seat', 'flat', 'position', 'tasty', 'dinner', 'selection', 'inbetween', 'shouldnt', 'eat', 'snack', 'bar', 'light', 'galley', 'curtain', 'closed', 'bothersome', 'seat', 'understand', 'comments', '1st', 'row', 'snack', 'bar', 'meal', 'preparation', 'middle', 'aisle', '1st', 'row', 'disturbing', 'inflight', 'entertainment', 'selection', 'nice', 'attentive', 'flight', 'attendants', 'admit', 'enjoyed', 'tk', 'flight', 'a340', 'wider', 'seats', 'option', 'compared', 'airlines', 'flying', 'europe', 'usa']",,"['flight', 'economy', 'seat', 'million_miles', 'cushion', 'video_box', 'reduces_legroom', 'seat_reclined', 'seat', 'face', '10_hours', 'real_disappointment', 'food']",13,"['seat', 'reduces_legroom', 'real_disappointment', 'flight', '10_hours', 'million_miles', 'face', 'food', 'economy', 'cushion', 'seat_reclined', 'video_box']",12,
11986,i,,0.4185999929904938,"['premium_economy', 'aisle', 'seat', 'seat', 'limited_recline', 'limited_space', 'foot', 'tv_screen', 'thing', 'toilet', 'curtainf', 'rom', 'economy']",13,"['curtainf', 'seat', 'thing', 'limited_recline', 'toilet', 'aisle', 'tv_screen', 'rom', 'premium_economy', 'economy', 'foot', 'limited_space']",12,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
12564,m,"['definitely', 'old', 'plane', 'sculpted', 'ceilings', 'added', 'seat', 'actually', 'fairly', 'comfortable', 'recline', 'fine', 'headrest', 'adjusted', 'bit']",0.8141999840736389,"['point', 'seat', 'joke', 'mistake', 'seat_guru']",5,"['seat', 'point', 'mistake', 'joke', 'seat_guru']",5,"flight, plane, passenger, economy, service, airline, business_class, staff, people, way"
23881,,"['premium', 'economy', 'business', 'class', '20', 'yrs', 'ago', 'reasonably', 'wide', 'seat', 'reclining', '45', 'degrees', 'excellent', 'food', 'drink', 'including', 'superb', 'zubrowka', 'wodka', 'attentive', 'crew', 'quiet', 'plane', 'excellent', 'value', 'money', 'ordwaw', 'posted', 'miles', 'ua', 'mileage', 'plus', 'faster', 'ua', '24', 'hours', 'arrival']",,['leather_seats'],1,['leather_seats'],1,
19829,l,"['a321', 'window', '4x94', 'narrower', 'right', 'elbow', 'protruding', 'exit', 'door', 'frame', 'row', 'nad', 'choice']",0.8140000104904175,"['forward_facing', 'window', 'seat', 'benefit', 'recommend', 'seat']",6,"['seat', 'benefit', 'recommend', 'forward_facing', 'window']",5,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
17066,i,"['whilst', 'armrest', 'immobile', 'seat', 'width', 'slightly', 'reduced', 'design', 'door', 'provides', 'cutaway', 'section', 'floor', 'knee', 'height', 'provides', 'significantly', 'increased', 'leg', 'room', 'standard', 'exit', 'row', 'lack', 'window', 'boon', 'travelling', 'night', 'flight', 'bit', 'claustrophobic', 'daytime', 'escapade', 'seat', 'yellow', 'red', 'warning', 'definitely', 'one', 'leg', 'journey']",0.5636000037193298,"['business_class', 'seat', 'ample_leg', 'seat', 'movie', 'monitor', 'service', 'food', 'power_usb', 'connector']",10,"['seat', 'business_class', 'movie', 'food', 'service', 'ample_leg', 'power_usb', 'connector', 'monitor']",9,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
20601,h,"['im', 'usually', 'fan', 'bulkhead', 'seats', 'one', 'plenty', 'leg', 'room', 'noises', 'galleybathroom', 'issue', 'id', 'seat', 'certainly', 'isnt', 'yellow', 'maybe', 'green']",0.767799973487854,"['seat_pitch', 'seat', 'low_cost_carriers', 'worst_airline']",4,"['seat', 'low_cost_carriers', 'seat_pitch', 'worst_airline']",4,"flight, plane, food, service, passenger, economy, staff, airline, crew, aircraft"
15922,l,"['seat', 'main', 'cabin', 'extra', 'indicated', 'booking', 'tickets', 'glad', 'middle', 'seat', 'misreable', 'flight', 'person', 'assigned', 'middle', 'seat', 'big', 'guy', 'seat', 'belts', 'smaller', 'boeing', 'need', 'extension', 'leg', 'room', 'barely', 'adequate', 'flight', 'longer', 'one', '12', 'hours', 'upset']",0.6902999877929688,"['seat', '32e', 'seat', 'tray_tables', 'g']",5,"['seat', '32e', 'tray_tables', 'g']",4,"flight, service, food, passenger, plane, crew, window, business_class, class, meal"
14943,j,"['flew', 'plane', 'man', 'jfk', 'business', 'class', 'seat', 'poor', 'design', '20', 'inches', 'narrow', 'business', 'class', 'lower', 'body', 'comfortable', 'shoulders', 'wider', 'seat', 'allow', 'seat', 'controls', 'located', 'elbow', 'rests', 'seat', 'constantly', 'self', 'adjusting', 'window', 'number', 'seats', 'odd', 'number', 'seats', 'wall', 'odd', 'seats', 'isle', 'cart', 'bumps', 'wakes', 'entertainment', 'tablet', 'watch', 'annoying', 'design', 'food', 'drink', 'business', 'class', 'aircraft', 'worth', 'price', 'positive', '2j', 'three', 'windows']",0.4966999888420105,"['business', 'bus', 'seat_reclines', 'leg_support', 'air', 'business', 'three_days', 'backpain']",8,"['seat_reclines', 'backpain', 'business', 'air', 'bus', 'three_days', 'leg_support']",7,"flight, plane, service, way, aircraft, staff, airline, food, crew, experience"
19639,i,"['excellent', 'seat', 'loan', 'traveller', 'business', 'classdelta', 'one', 'private', 'served', 'galley', 'wasnt', 'bothersome']",0.4772999882698059,"['problem', '343_configuration', 'window', 'seat', 'leg_room', 'able_stretch_legs', 'space', 'seat', 'im_slim', 'seat', 'ice', 'food']",12,"['seat', 'im_slim', 'ice', 'leg_room', 'space', '343_configuration', 'able_stretch_legs', 'food', 'problem', 'window']",10,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
513,f,"['verified', 'dallas', 'washington', 'fly', 'american', 'airlines', 'worst', 'airline', 'cancel', 'flights', 'min', 'rude', 'won', 'compensate', 'according', 'convenience', 'fourth', 'time', 'month', 'cancelled', 'stay', 'outta', 'business', 'provide', 'business']",0.5349000096321106,"['verified_dallas', 'fly_american_airlines', 'worst_airline', 'flight', 'compensate', 'convenience', 'time', 'month', 'business', 'provide', 'business']",11,"['worst_airline', 'verified_dallas', 'compensate', 'month', 'flight', 'business', 'fly_american_airlines', 'provide', 'time', 'convenience']",10,"flight, plane, american_airlines, crew, people, airline, class, airport, problem, food"
19407,g,"['padding', 'exit', 'row', 'seat', 'uncomfortable', 'brought', 'extra', 'pillow', 'seat', 'tolerable', 'cold', 'exit', 'door', 'blanket', 'given', 'nearly', 'useless', 'flight', 'attendants', 'inattentive', 'pretty', 'ignored', 'food', 'terrible', 'legroom', 'plus']",0.4438000023365021,"['child', 'special_attention', 'place', 'food']",4,"['child', 'special_attention', 'food', 'place']",4,"flight, service, aircraft, window, premium_economy, economy, space, cabin, business_class, food"
13796,k,"['jfkory', 'upgraded', 'premium', 'economy', 'checkin', 'try', 'sleep', 'red', 'eye', 'france', 'personally', 'didnt', 'seat', 'comfortable', 'recline', 'slides', 'forward', 'giving', 'feeling', 'sliding', 'leg', 'rest', 'ended', 'midcalf', 'left', 'feet', 'dangling', 'edge', 'wasnt', 'comfortable', 'additional', 'foot', 'rest', 'big', 'difference', 'food', 'economy', 'nice', 'tray']",0.5303999781608582,"['power_outlets', 'flight', 'class', 'device', 'fully_charged', 'board', 'new_a321', 'ancient', 'engine', 'coach']",10,"['power_outlets', 'flight', 'board', 'device', 'new_a321', 'fully_charged', 'ancient', 'coach', 'engine', 'class']",10,"flight, plane, window, people, class, ticket, staff, experience, way, passenger"
26558,,"['flight', 'southwest', 'cold', 'flight', 'legroom', 'possibly', '38', 'inches', 'two', 'windows', 'one', 'exit', 'one', 'right', 'big', 'window', 'taking', 'pictures']",,"['flight', 'seat', 'flight', 'seat']",4,"['flight', 'seat']",2,
21878,i,"['latest', 'economy', 'seats', 'feels', 'roomier', 'uniteds', 'current', 'seats', 'leg', 'room', 'seat', 'width', 'nice', 'roomy', 'new', 'touchscreen', 'entertainment', 'setup', 'headphone', 'jack', 'usb', 'port', 'screen', 'fussing', 'remote', 'control', 'armrest', 'connect']",0.6988000273704529,"['seat', 'comfort', 'lack', 'sound', 'insulation', 'toilet', 'toilet', 'toilet', 'extremely_noisy']",9,"['seat', 'sound', 'lack', 'toilet', 'insulation', 'extremely_noisy', 'comfort']",7,"flight, airline, airport, business_class, plane, experience, cabin, way, bag, day"
